Time	Status code	Status category	Status color	Pgm code	Pgm step	Pgm para	Pgm cycle	mV	mA	Temperature	Duration	Charge count	Discharge count	Capacity	Analog input 1	Analog input 2	Analog input 3	Analog input 4	Digital input 1	Digital input 2	Digital input 3	Digital input 4	Digital output 1	Digital output 2	Digital output 3	Digital output 4	Analog output 1	Analog output 2	
0.000000	8	3	3	0	1	2	2	3681	553	25	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.254883	8	3	3	0	1	2	2	3706	549	25	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.262883	8	3	3	0	1	2	2	3757	549	25	78	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.259367	8	3	3	0	1	2	2	3779	550	25	138	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.254400	8	3	3	0	1	2	2	3787	550	25	198	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.250883	8	3	3	0	1	2	2	3792	549	25	257	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5.245917	8	3	3	0	1	2	2	3797	550	25	317	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6.264000	8	3	3	0	1	2	2	3802	550	25	378	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7.259033	8	3	3	0	1	2	2	3807	550	25	438	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.255517	8	3	3	0	1	2	2	3812	550	25	497	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9.252000	8	3	3	0	1	2	2	3817	551	25	557	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10.264317	8	3	3	0	1	2	2	3821	549	25	618	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11.259367	8	3	3	0	1	2	2	3827	549	25	678	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12.255833	8	3	3	0	1	2	2	3832	549	25	737	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
