Time	Status code	Status category	Status color	Pgm code	Pgm step	Pgm para	Pgm cycle	mV	mA	Temperature	Duration	Charge count	Discharge count	Capacity	Analog input 1	Analog input 2	Analog input 3	Analog input 4	Digital input 1	Digital input 2	Digital input 3	Digital input 4	Digital output 1	Digital output 2	Digital output 3	Digital output 4	Analog output 1	Analog output 2	
0.000000	8	3	3	0	1	2	2	4202	660	22	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.802083	8	3	3	0	1	2	2	4186	670	22	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.814400	8	3	3	0	1	2	2	4175	669	22	112	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.799367	8	3	3	0	1	2	2	4192	669	22	171	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.813117	8	3	3	0	1	2	2	4185	668	22	232	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.808167	8	3	3	0	1	2	2	4188	667	22	291	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5.804633	8	3	3	0	1	2	2	4197	666	22	351	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6.801117	8	3	3	0	1	2	2	4200	654	22	411	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7.816317	8	3	3	0	1	2	2	4200	638	22	472	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.812800	8	3	3	0	1	2	2	4200	618	22	531	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9.807833	8	3	3	0	1	2	2	4200	581	22	591	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10.804317	8	3	3	0	1	2	2	4200	568	22	651	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11.818083	8	3	3	0	1	2	2	4200	551	22	712	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12.813117	8	3	3	0	1	2	2	4200	532	22	772	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13.811033	8	3	3	0	1	2	2	4200	425	22	831	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14.816167	8	3	3	0	1	2	2	4201	431	22	892	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15.802567	8	3	3	0	1	2	2	4200	421	22	951	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16.809117	8	3	3	0	1	2	2	4200	368	22	1011	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.812800	8	3	3	0	1	2	2	4200	371	22	1072	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.819367	8	3	3	0	1	2	2	4200	362	22	1132	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.805767	8	3	3	0	1	2	2	4200	351	22	1191	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.810883	8	3	3	0	1	2	2	4200	340	22	1251	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21.816000	8	3	3	0	1	2	2	4200	329	22	1312	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22.803833	8	3	3	0	1	2	2	4200	295	22	1371	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23.807517	8	3	3	0	1	2	2	4200	298	22	1431	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24.814083	8	3	3	0	1	2	2	4200	292	22	1491	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25.819200	8	3	3	0	1	2	2	4200	285	22	1552	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26.805600	8	3	3	0	1	2	2	4200	276	22	1611	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27.810717	8	3	3	0	1	2	2	4200	266	22	1671	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28.815833	8	3	3	0	1	2	2	4200	258	22	1732	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29.802233	8	3	3	0	1	2	2	4200	241	22	1791	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30.808800	8	3	3	0	1	2	2	4200	235	22	1851	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31.813917	8	3	3	0	1	2	2	4200	228	22	1911	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32.819033	8	3	3	0	1	2	2	4200	222	22	1972	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
