Time	Status code	Status category	Status color	Pgm code	Pgm step	Pgm para	Pgm cycle	mV	mA	Temperature	Duration	Charge count	Discharge count	Capacity	Analog input 1	Analog input 2	Analog input 3	Analog input 4	Digital input 1	Digital input 2	Digital input 3	Digital input 4	Digital output 1	Digital output 2	Digital output 3	Digital output 4	Analog output 1	Analog output 2	
0.000000	8	3	3	0	1	2	2	4148	90	28	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.023033	8	3	3	0	1	2	2	4200	370	28	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.019517	8	3	3	0	1	2	2	4200	262	28	63	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.014567	8	3	3	0	1	2	2	4200	227	28	122	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.011033	8	3	3	0	1	2	2	4200	205	28	182	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.006083	8	3	3	0	1	2	2	4200	186	28	242	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5.021283	8	3	3	0	1	2	2	4200	173	28	303	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6.017767	8	3	3	0	1	2	2	4200	161	28	362	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7.012800	8	3	3	0	1	2	2	4200	151	28	422	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.007833	8	3	3	0	1	2	2	4200	142	28	482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9.024483	8	3	3	0	1	2	2	4200	133	28	543	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10.019517	8	3	3	0	1	2	2	4200	126	28	602	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11.016000	8	3	3	0	1	2	2	4200	119	28	662	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12.008167	8	3	3	0	1	2	2	4200	113	28	722	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13.011833	8	3	3	0	1	2	2	4200	107	28	782	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14.018400	8	3	3	0	1	2	2	4200	102	28	842	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15.023517	8	3	3	0	1	2	2	4200	96	28	903	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16.009917	8	3	3	0	1	2	2	4200	93	28	962	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.016483	8	3	3	0	1	2	2	4200	87	28	1022	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.021600	8	3	3	0	1	2	2	4200	84	28	1083	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.025283	8	3	3	0	1	2	2	4200	80	28	1143	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.013117	8	3	3	0	1	2	2	4200	78	28	1202	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21.016800	8	3	3	0	1	2	2	4200	72	28	1262	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22.023367	8	3	3	0	1	2	2	4200	70	28	1323	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23.009767	8	3	3	0	1	2	2	4200	68	28	1382	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23.127833	8	6	3	0	2	7	1	4084	-595	28	1389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24.016317	8	6	3	0	2	7	1	4024	-675	28	1442	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25.022883	8	6	3	0	2	7	1	4003	-675	28	1503	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26.007833	8	6	3	0	2	7	1	3988	-676	28	1562	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27.014400	8	6	3	0	2	7	1	3975	-676	28	1622	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28.019517	8	6	3	0	2	7	1	3962	-675	28	1682	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29.024633	8	6	3	0	2	7	1	3951	-674	28	1743	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30.011033	8	6	3	0	2	7	1	3940	-674	28	1802	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31.017600	8	6	3	0	2	7	1	3929	-673	28	1862	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32.021283	8	6	3	0	2	7	1	3918	-675	28	1923	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33.027833	8	6	3	0	2	7	1	3907	-675	28	1983	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34.012800	8	6	3	0	2	7	1	3897	-675	28	2042	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35.019367	8	6	3	0	2	7	1	3887	-674	28	2102	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36.024483	8	6	3	0	2	7	1	3876	-674	28	2163	1	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37.010883	8	6	3	0	2	7	1	3866	-675	28	2222	1	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
38.016000	8	6	3	0	2	7	1	3856	-674	28	2282	1	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39.022567	8	6	3	0	2	7	1	3846	-675	28	2342	1	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40.026233	8	6	3	0	2	7	1	3836	-675	28	2403	1	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41.014083	8	6	3	0	2	7	1	3827	-675	28	2462	1	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42.019200	8	6	3	0	2	7	1	3818	-675	28	2522	1	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43.024317	8	6	3	0	2	7	1	3809	-675	28	2583	1	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44.010717	8	6	3	0	2	7	1	3800	-674	28	2642	1	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45.015833	8	6	3	0	2	7	1	3791	-675	28	2702	1	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46.020967	8	6	3	0	2	7	1	3783	-674	28	2762	1	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47.027517	8	6	3	0	2	7	1	3774	-675	28	2823	1	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48.012483	8	6	3	0	2	7	1	3766	-676	28	2882	1	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49.019033	8	6	3	0	2	7	1	3759	-675	28	2942	1	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
50.022717	8	6	3	0	2	7	1	3751	-674	28	3003	1	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51.010567	8	6	3	0	2	7	1	3744	-675	28	3062	1	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52.015683	8	6	3	0	2	7	1	3737	-675	28	3122	1	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
53.020800	8	6	3	0	2	7	1	3730	-675	28	3182	1	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.025917	8	6	3	0	2	7	1	3723	-675	28	3243	1	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.012317	8	6	3	0	2	7	1	3717	-674	28	3302	1	1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.017433	8	6	3	0	2	7	1	3710	-674	28	3362	1	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
57.024000	8	6	3	0	2	7	1	3704	-675	28	3422	1	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
58.029117	8	6	3	0	2	7	1	3698	-675	28	3483	1	1	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
59.015517	8	6	3	0	2	7	1	3692	-675	28	3542	1	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
60.020633	8	6	3	0	2	7	1	3686	-675	28	3602	1	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
61.025767	8	6	3	0	2	7	1	3680	-674	28	3663	1	1	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62.013600	8	6	3	0	2	7	1	3674	-674	28	3722	1	1	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63.017283	8	6	3	0	2	7	1	3669	-674	28	3782	1	1	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
64.022400	8	6	3	0	2	7	1	3664	-675	28	3842	1	1	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
65.028967	8	6	3	0	2	7	1	3658	-674	28	3903	1	1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
66.013917	8	6	3	0	2	7	1	3653	-675	28	3962	1	1	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
67.020483	8	6	3	0	2	7	1	3649	-674	28	4022	1	1	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
68.025600	8	6	3	0	2	7	1	3644	-672	28	4083	1	1	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
69.012000	8	6	3	0	2	7	1	3639	-675	28	4142	1	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
70.018567	8	6	3	0	2	7	1	3635	-675	28	4202	1	1	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
71.022233	8	6	3	0	2	7	1	3630	-674	28	4262	1	1	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
72.027367	8	6	3	0	2	7	1	3626	-674	28	4323	1	1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
73.013767	8	6	3	0	2	7	1	3622	-675	28	4382	1	1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
74.018883	8	6	3	0	2	7	1	3618	-674	28	4442	1	1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
75.025433	8	6	3	0	2	7	1	3614	-676	28	4502	1	1	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76.030567	8	6	3	0	2	7	1	3610	-674	28	4563	1	1	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
77.016967	8	6	3	0	2	7	1	3607	-676	28	4622	1	1	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
78.023517	8	6	3	0	2	7	1	3604	-674	28	4682	1	1	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
79.027200	8	6	3	0	2	7	1	3600	-674	28	4743	1	1	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
80.015033	8	6	3	0	2	7	1	3597	-675	28	4802	1	1	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
81.020167	8	6	3	0	2	7	1	3593	-675	28	4862	1	1	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
82.025283	8	6	3	0	2	7	1	3590	-674	28	4922	1	1	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
83.030400	8	6	3	0	2	7	1	3587	-674	28	4983	1	1	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
84.018233	8	6	3	0	2	7	1	3583	-673	28	5042	1	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
85.021917	8	6	3	0	2	7	1	3580	-675	28	5102	1	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
86.028483	8	6	3	0	2	7	1	3576	-675	28	5163	1	1	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
87.013433	8	6	3	0	2	7	1	3572	-674	28	5222	1	1	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
88.020000	8	6	3	0	2	7	1	3569	-674	28	5282	1	1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89.025117	8	6	3	0	2	7	1	3564	-676	28	5342	1	1	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
90.031683	8	6	3	0	2	7	1	3560	-674	28	5403	1	1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
91.016633	8	6	3	0	2	7	1	3555	-675	28	5462	1	1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
92.023200	8	6	3	0	2	7	1	3550	-674	28	5522	1	1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93.026883	8	6	3	0	2	7	1	3545	-674	28	5583	1	1	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94.014717	8	6	3	0	2	7	1	3539	-676	28	5642	1	1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
95.019833	8	6	3	0	2	7	1	3532	-675	28	5702	1	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
96.024967	8	6	3	0	2	7	1	3526	-673	28	5762	1	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
