Time	Status code	Status category	Status color	Pgm code	Pgm step	Pgm para	Pgm cycle	mV	mA	Temperature	Duration	Charge count	Discharge count	Capacity	Analog input 1	Analog input 2	Analog input 3	Analog input 4	Digital input 1	Digital input 2	Digital input 3	Digital input 4	Digital output 1	Digital output 2	Digital output 3	Digital output 4	Analog output 1	Analog output 2	
0.000000	8	3	3	0	1	2	2	3744	356	26	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.630717	8	3	3	0	1	2	2	3821	675	26	40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.627200	8	3	3	0	1	2	2	3837	674	26	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.622233	8	3	3	0	1	2	2	3845	675	26	159	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.618717	8	3	3	0	1	2	2	3854	675	26	219	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.615200	8	3	3	0	1	2	2	3858	674	26	279	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5.628967	8	3	3	0	1	2	2	3865	674	26	340	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6.624000	8	3	3	0	1	2	2	3871	674	26	399	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7.620483	8	3	3	0	1	2	2	3878	675	26	459	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.615517	8	3	3	0	1	2	2	3884	674	26	519	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9.632167	8	3	3	0	1	2	2	3890	674	26	580	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10.627200	8	3	3	0	1	2	2	3895	675	26	639	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11.623683	8	3	3	0	1	2	2	3900	673	26	699	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12.627367	8	3	3	0	1	2	2	3905	674	26	760	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13.633917	8	3	3	0	1	2	2	3909	674	26	820	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14.620317	8	3	3	0	1	2	2	3913	675	26	879	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15.625433	8	3	3	0	1	2	2	3916	675	26	939	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16.630567	8	3	3	0	1	2	2	3919	676	26	1000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.618400	8	3	3	0	1	2	2	3922	674	26	1059	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.623517	8	3	3	0	1	2	2	3925	674	26	1119	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.628633	8	3	3	0	1	2	2	3927	675	26	1179	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.635200	8	3	3	0	1	2	2	3930	675	26	1240	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21.620167	8	3	3	0	1	2	2	3932	675	26	1299	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22.625283	8	3	3	0	1	2	2	3935	674	26	1359	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23.631833	8	3	3	0	1	2	2	3937	674	26	1420	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24.618233	8	3	3	0	1	2	2	3940	674	26	1479	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25.623367	8	3	3	0	1	2	2	3942	674	26	1539	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26.629917	8	3	3	0	1	2	2	3945	674	26	1599	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27.633600	8	3	3	0	1	2	2	3947	674	26	1660	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28.621433	8	3	3	0	1	2	2	3951	678	26	1719	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29.626567	8	3	3	0	1	2	2	3953	674	26	1779	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30.630233	8	3	3	0	1	2	2	3956	674	26	1840	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
