Time	Status code	Status category	Status color	Pgm code	Pgm step	Pgm para	Pgm cycle	mV	mA	Temperature	Duration	Charge count	Discharge count	Capacity	Analog input 1	Analog input 2	Analog input 3	Analog input 4	Digital input 1	Digital input 2	Digital input 3	Digital input 4	Digital output 1	Digital output 2	Digital output 3	Digital output 4	Analog output 1	Analog output 2	
0.000000	8	3	3	0	1	2	2	4200	98	27	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.175683	8	3	3	0	1	2	2	4200	136	27	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.092967	8	6	3	0	2	7	1	3552	-555	27	67	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.173600	8	6	3	0	2	7	1	3686	-673	27	72	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.170083	8	6	3	0	2	7	1	3538	-674	27	132	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.183833	8	6	3	0	2	7	1	3561	-674	28	193	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.178883	8	6	3	0	2	7	1	3652	-675	28	252	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5.175367	8	6	3	0	2	7	1	3642	-674	28	312	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6.170400	8	6	3	0	2	7	1	3627	-674	27	372	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7.185600	8	6	3	0	2	7	1	3595	-675	27	433	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.180633	8	6	3	0	2	7	1	3587	-675	27	493	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9.177117	8	6	3	0	2	7	1	3580	-674	28	552	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10.173600	8	6	3	0	2	7	1	3570	-673	28	612	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11.168633	8	6	3	0	2	7	1	3561	-674	27	672	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12.179517	8	6	3	0	2	7	1	3552	-675	27	732	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13.183200	8	6	3	0	2	7	1	3544	-674	28	793	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14.171033	8	6	3	0	2	7	1	3537	-674	27	852	1	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15.174717	8	6	3	0	2	7	1	3532	-675	27	912	1	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16.181283	8	6	3	0	2	7	1	3527	-674	27	973	1	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.186400	8	6	3	0	2	7	1	3524	-674	27	1033	1	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.172800	8	6	3	0	2	7	1	3516	-674	27	1092	1	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.179367	8	6	3	0	2	7	1	3501	-674	27	1152	1	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.183033	8	6	3	0	2	7	1	3492	-674	27	1213	1	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21.170883	8	6	3	0	2	7	1	3484	-675	27	1272	1	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22.176000	8	6	3	0	2	7	1	3475	-672	27	1332	1	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23.184000	8	6	3	0	2	7	1	3472	-675	27	1393	1	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24.170400	8	6	3	0	2	7	1	3468	-673	27	1452	1	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25.176967	8	6	3	0	2	7	1	3462	-674	27	1512	1	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26.180633	8	6	3	0	2	7	1	3455	-675	27	1573	1	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27.187200	8	6	3	0	2	7	1	3449	-675	27	1633	1	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28.173600	8	6	3	0	2	7	1	3503	-675	27	1692	1	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29.178717	8	6	3	0	2	7	1	3490	-675	27	1752	1	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30.183833	8	6	3	0	2	7	1	3454	-674	27	1813	1	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31.171683	8	6	3	0	2	7	1	3453	-674	27	1872	1	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32.175367	8	6	3	0	2	7	1	3453	-674	27	1932	1	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33.181917	8	6	3	0	2	7	1	3448	-674	27	1992	1	1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34.188483	8	6	3	0	2	7	1	3447	-673	27	2053	1	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35.173433	8	6	3	0	2	7	1	3439	-673	27	2112	1	1	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36.178567	8	6	3	0	2	7	1	3434	-674	27	2172	1	1	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37.183683	8	6	3	0	2	7	1	3425	-675	27	2233	1	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
38.171517	8	6	3	0	2	7	1	3424	-674	27	2292	1	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39.176633	8	6	3	0	2	7	1	3421	-673	27	2352	1	1	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40.180317	8	6	3	0	2	7	1	3421	-674	27	2412	1	1	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41.186883	8	6	3	0	2	7	1	3420	-675	27	2473	1	1	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42.174717	8	6	3	0	2	7	1	3418	-673	27	2532	1	1	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43.178400	8	6	3	0	2	7	1	3415	-673	27	2592	1	1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44.183517	8	6	3	0	2	7	1	3412	-673	27	2653	1	1	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45.171367	8	6	3	0	2	7	1	3409	-674	27	2712	1	1	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46.176483	8	6	3	0	2	7	1	3405	-674	27	2772	1	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47.183033	8	6	3	0	2	7	1	3402	-675	27	2833	1	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48.189600	8	6	3	0	2	7	1	3398	-675	27	2893	1	1	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49.174567	8	6	3	0	2	7	1	3392	-674	27	2952	1	1	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
50.181117	8	6	3	0	2	7	1	3388	-674	27	3012	1	1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51.186233	8	6	3	0	2	7	1	3383	-675	27	3073	1	1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52.172633	8	6	3	0	2	7	1	3378	-674	27	3132	1	1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
53.177767	8	6	3	0	2	7	1	3373	-675	27	3192	1	1	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.182883	8	6	3	0	2	7	1	3367	-674	27	3252	1	1	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.188000	8	6	3	0	2	7	1	3361	-675	27	3313	1	1	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.175833	8	6	3	0	2	7	1	3354	-674	27	3372	1	1	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
57.179517	8	6	3	0	2	7	1	3346	-674	27	3432	1	1	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
58.184633	8	6	3	0	2	7	1	3339	-674	27	3493	1	1	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
59.171033	8	6	3	0	2	7	1	3330	-675	27	3552	1	1	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
60.177600	8	6	3	0	2	7	1	3321	-675	27	3612	1	1	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
61.182717	8	6	3	0	2	7	1	3310	-674	27	3672	1	1	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62.187833	8	6	3	0	2	7	1	3298	-675	27	3733	1	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63.175683	8	6	3	0	2	7	1	3283	-674	27	3792	1	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
64.180800	8	6	3	0	2	7	1	3265	-674	27	3852	1	1	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
65.184483	8	6	3	0	2	7	1	3244	-674	27	3913	1	1	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
66.172317	8	6	3	0	2	7	1	3217	-674	27	3972	1	1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
67.176000	8	6	3	0	2	7	1	3183	-674	28	4032	1	1	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
68.182567	8	6	3	0	2	7	1	3139	-675	27	4092	1	1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
69.187683	8	6	3	0	2	7	1	3081	-675	28	4153	1	1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
70.174083	8	6	3	0	2	7	1	3009	-674	28	4212	1	1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
71.180633	8	6	3	0	2	7	1	2913	-674	27	4272	1	1	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
72.184317	8	6	3	0	2	7	1	2793	-673	27	4332	1	1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
72.924483	8	15	3	0	1	31	2	2957	40	28	4377	2	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
72.944633	8	3	3	0	1	2	2	3522	677	28	4378	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
73.175033	8	3	3	0	1	2	2	3765	675	28	4392	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
74.180167	8	3	3	0	1	2	2	3931	675	28	4452	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
75.185283	8	3	3	0	1	2	2	3976	675	27	4512	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76.190400	8	3	3	0	1	2	2	4000	674	27	4573	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
77.178233	8	3	3	0	1	2	2	4013	675	27	4632	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
78.181917	8	3	3	0	1	2	2	4024	674	28	4692	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
79.188483	8	3	3	0	1	2	2	4033	675	28	4753	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
80.173433	8	3	3	0	1	2	2	4040	675	28	4812	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
81.180000	8	3	3	0	1	2	2	4047	674	28	4872	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
82.185117	8	3	3	0	1	2	2	4055	675	28	4932	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
83.191683	8	3	3	0	1	2	2	4062	675	27	4993	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
84.176633	8	3	3	0	1	2	2	4068	674	28	5052	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
85.183200	8	3	3	0	1	2	2	4074	674	27	5112	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
86.189767	8	3	3	0	1	2	2	4079	675	27	5173	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
87.174717	8	3	3	0	1	2	2	4085	675	27	5232	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
88.179833	8	3	3	0	1	2	2	4090	674	28	5292	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89.184967	8	3	3	0	1	2	2	4095	675	27	5352	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
90.190083	8	3	3	0	1	2	2	4099	675	28	5413	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
91.177917	8	3	3	0	1	2	2	4104	675	27	5472	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
92.181600	8	3	3	0	1	2	2	4108	675	28	5532	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93.188167	8	3	3	0	1	2	2	4111	674	27	5593	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94.174567	8	3	3	0	1	2	2	4114	675	28	5652	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
95.179683	8	3	3	0	1	2	2	4118	674	27	5712	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
96.184800	8	3	3	0	1	2	2	4118	669	28	5772	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
97.189917	8	3	3	0	1	2	2	4121	668	28	5833	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
98.177767	8	3	3	0	1	2	2	4124	667	27	5892	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
99.182883	8	3	3	0	1	2	2	4127	666	27	5952	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100.186567	8	3	3	0	1	2	2	4131	667	27	6013	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
101.193117	8	3	3	0	1	2	2	4133	664	27	6073	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
102.180967	8	3	3	0	1	2	2	4137	665	27	6132	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
103.184633	8	3	3	0	1	2	2	4141	665	27	6192	3	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
