Time	Status code	Status category	Status color	Pgm code	Pgm step	Pgm para	Pgm cycle	mV	mA	Temperature	Duration	Charge count	Discharge count	Capacity	Analog input 1	Analog input 2	Analog input 3	Analog input 4	Digital input 1	Digital input 2	Digital input 3	Digital input 4	Digital output 1	Digital output 2	Digital output 3	Digital output 4	Analog output 1	Analog output 2	
0.000000	8	3	3	0	1	2	2	3490	614	24	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.921600	8	3	3	0	1	2	2	3613	674	24	58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.918083	8	3	3	0	1	2	2	3678	674	24	118	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.914567	8	3	3	0	1	2	2	3724	674	24	177	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.909600	8	3	3	0	1	2	2	3758	675	24	237	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.921917	8	3	3	0	1	2	2	3777	675	24	298	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5.918400	8	3	3	0	1	2	2	3784	674	24	358	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6.913433	8	3	3	0	1	2	2	3789	675	24	417	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7.909917	8	3	3	0	1	2	2	3794	674	24	477	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.926567	8	3	3	0	1	2	2	3800	674	24	538	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9.920167	8	3	3	0	1	2	2	3805	673	24	598	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10.915200	8	3	3	0	1	2	2	3810	674	24	658	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11.910233	8	3	3	0	1	2	2	3815	674	24	717	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
